"name","id","nametype","recclass","mass_g","fall","year","reclat","reclong","GeoLocation"
"Dayton",6620,"Valid","Iron, IAB-sLH",26300,"Found",1892,39.75,-84.16667,"(39.75, -84.16667)"
"Cavour",5300,"Valid","H6",26210,"Found",1938,44.221494,-98.059192,"(44.221494, -98.059192)"
"Texline",23906,"Valid","H5",26200,"Found",1937,36.4,-103.01667,"(36.4, -103.01667)"
"Denver City",6661,"Valid","Iron, ungrouped",26100,"Found",1975,33.07139,-102.80028,"(33.07139, -102.80028)"
"Forestburg (a)",10121,"Valid","L4",26100,"Found",1957,33.50667,-97.65139,"(33.50667, -97.65139)"
"Cedar (Texas)",5303,"Valid","H4",26000,"Found",1900,29.82806,-96.90861,"(29.82806, -96.90861)"
"Seymour",23511,"Valid","Iron, IAB-MG",25900,"Found",1940,37.2375,-92.78694,"(37.2375, -92.78694)"
"Beaver",4985,"Valid","L5",25628,"Found",1940,36.8,-100.53333,"(36.8, -100.53333)"
"St-Robert",23733,"Valid","H5",25400,"Fell",1994,45.96861,-72.97806,"(45.96861, -72.97806)"
"Belmont",5008,"Valid","H6",25300,"Found",1958,42.73333,-90.35,"(42.73333, -90.35)"
"Apache Junction",54566,"Valid","Iron, IIIAB",25000,"Found",NA,33.45,-111.51667,"(33.45, -111.51667)"
"Four Corners",10172,"Valid","Iron, IAB-ung",25000,"Found",1924,37,-109.05,"(37.0, -109.05)"
"Nashville (stone)",16921,"Valid","L6",25000,"Found",1939,37.45,-98.41667,"(37.45, -98.41667)"
"Taiban",23785,"Valid","L5",25000,"Found",1934,34.45,-104.01667,"(34.45, -104.01667)"
"Billings",5047,"Valid","Iron, IIIAB",24500,"Found",1903,37.06667,-93.55,"(37.06667, -93.55)"
"Oroville",18032,"Valid","Iron, IIIAB",24500,"Found",1893,39.68333,-121.63333,"(39.68333, -121.63333)"
"Salaices",23105,"Valid","H4",24500,"Found",1971,27,-105.25,"(27.0, -105.25)"
"Cleo Springs",5378,"Valid","H4",24000,"Found",1960,36.43333,-98.43333,"(36.43333, -98.43333)"
"Hammond",11813,"Valid","Iron, ungrouped",24000,"Found",1884,44.91667,-92.43333,"(44.91667, -92.43333)"
"Winona",24285,"Valid","Winonaite",24000,"Found",1928,35.2,-111.4,"(35.2, -111.4)"
"Galatia",10847,"Valid","L6",23900,"Found",1971,38.64167,-98.88333,"(38.64167, -98.88333)"
"Wayside",24225,"Valid","H6",23600,"Found",1973,34.80167,-101.68333,"(34.80167, -101.68333)"
"Waltman",24211,"Valid","L4",23410,"Found",1948,43,-107.16667,"(43.0, -107.16667)"
"Sharon Springs",23524,"Valid","L6",23400,"Found",1983,38.77083,-101.79833,"(38.77083, -101.79833)"
"Cruz del Aire",5478,"Valid","Iron, ungrouped",23000,"Found",1911,26.5,-100,"(26.5, -100.0)"
"Kaufman",12267,"Valid","L5",23000,"Found",1893,32.58333,-96.41667,"(32.58333, -96.41667)"
"Norfolk",16993,"Valid","Iron, IIIAB",23000,"Found",1907,36.9,-76.3,"(36.9, -76.3)"
"Duchesne",7737,"Valid","Iron, IVA",22700,"Found",1906,40.38333,-110.86667,"(40.38333, -110.86667)"
"Forsyth County",10165,"Valid","Iron, IIAB",22700,"Found",1891,36.1,-80.2,"(36.1, -80.2)"
"Gun Creek",11451,"Valid","Iron, ungrouped",22700,"Found",1909,34,-111,"(34.0, -111.0)"
"Wooster",24336,"Valid","Iron, IAB-sLL",22700,"Found",1858,40.76667,-81.95,"(40.76667, -81.95)"
"Adrian",388,"Valid","H4",22600,"Found",1936,35.15,-102.71667,"(35.15, -102.71667)"
"Turtle River",24085,"Valid","Iron, IIIAB",22390,"Found",1953,47.6,-94.76667,"(47.6, -94.76667)"
"Picacho",18814,"Valid","Iron, IIIAB",22000,"Found",1952,33.2,-105,"(33.2, -105.0)"
"Saint Augustine",23080,"Valid","Iron, IID",22000,"Found",1974,40.71667,-90.41667,"(40.71667, -90.41667)"
"Friona",10184,"Valid","L5",21900,"Found",1981,34.54,-102.56833,"(34.54, -102.56833)"
"Hebron",11867,"Valid","H6",21820,"Found",1965,40.16667,-97.6,"(40.16667, -97.6)"
"Duel Hill (1854)",7738,"Valid","Iron, IVA",21800,"Found",1854,35.85,-82.7,"(35.85, -82.7)"
"Lahoma",12432,"Valid","L5",21800,"Found",1963,36.38333,-98.08333,"(36.38333, -98.08333)"
"Altonah",2286,"Valid","Iron, IVA",21500,"Found",1932,40.56667,-110.48333,"(40.56667, -110.48333)"
"Twodot",24093,"Valid","H6",21400,"Found",1999,46.7,-110.13333,"(46.7, -110.13333)"
"Flandreau",10109,"Valid","H5",21360,"Found",1983,44.04833,-96.59167,"(44.04833, -96.59167)"
"Abbott",5,"Valid","H3-6",21100,"Found",1951,36.3,-104.28333,"(36.3, -104.28333)"
"Bath",4974,"Valid","H4",21000,"Fell",1892,45.41667,-98.31667,"(45.41667, -98.31667)"
"Kendall County",12274,"Valid","Iron, IAB-ung",21000,"Found",1887,29.4,-98.5,"(29.4, -98.5)"
"Lone Tree",14683,"Valid","H4",20676,"Found",1971,41.5,-91.47917,"(41.5, -91.47917)"
"Glasgow",10927,"Valid","Iron, IIIAB",20400,"Found",1922,37.01667,-85.91667,"(37.01667, -85.91667)"
"Anthony",2310,"Valid","H5",20000,"Found",1919,37.08333,-98.05,"(37.08333, -98.05)"
"Bristol",5143,"Valid","Iron, IVA",20000,"Found",1937,36.56667,-82.18333,"(36.56667, -82.18333)"
"Lime Creek",14651,"Valid","Iron, IAB-ung",20000,"Found",1834,31.55,-87.51667,"(31.55, -87.51667)"
"New Baltimore",16952,"Valid","Iron, ungrouped",20000,"Found",1922,40,-78.85,"(40.0, -78.85)"
"New Leipzig",16955,"Valid","Iron, IAB-MG",20000,"Found",1936,46.36667,-101.95,"(46.36667, -101.95)"
"Reed City",22552,"Valid","Iron, ungrouped",20000,"Found",1895,43.86667,-85.51667,"(43.86667, -85.51667)"
"La Villa",12405,"Valid","H4",19800,"Found",1956,26.27167,-97.90167,"(26.27167, -97.90167)"
"Comanche (iron)",5414,"Valid","Iron, IAB-sLL",19700,"Found",1940,32.01667,-98.7,"(32.01667, -98.7)"
"Horace",11908,"Valid","H5",19700,"Found",1940,38.35,-101.78333,"(38.35, -101.78333)"
"Twentynine Palms",24089,"Valid","L",19700,"Found",1944,34.075,-116.01667,"(34.075, -116.01667)"
"Two Buttes (a)",24091,"Valid","H5",19700,"Found",1962,37.63333,-102.41667,"(37.63333, -102.41667)"
"Colton",5410,"Valid","Iron, IIIAB",19670,"Found",1993,46.57056,-117.09861,"(46.57056, -117.09861)"
"Arcadia",2326,"Valid","LL6",19400,"Found",1937,41.41667,-99.1,"(41.41667, -99.1)"
"Farley",10073,"Valid","H5",19400,"Found",1936,36.33333,-104.05,"(36.33333, -104.05)"
"New Orleans",16960,"Valid","H5",19256,"Fell",2003,29.94718,-90.10976,"(29.94718, -90.10976)"
"Arapahoe",2323,"Valid","L5",19083,"Found",1940,38.8,-102.2,"(38.8, -102.2)"
"Littlerock",14667,"Valid","H6",19050,"Found",1979,34.51667,-117.98333,"(34.51667, -117.98333)"
"Franceville",10173,"Valid","Iron, IIIAB",18800,"Found",1890,38.81667,-104.61667,"(38.81667, -104.61667)"
"Shelburne",23529,"Valid","L5",18600,"Fell",1904,44.05,-80.16667,"(44.05, -80.16667)"
"Burns",57342,"Valid","Iron, IIIAB",18400,"Found",2003,39.86667,-106.88333,"(39.86667, -106.88333)"
"Coldwater (iron)",5398,"Valid","Iron",18400,"Found",1923,37.26667,-99.33333,"(37.26667, -99.33333)"
"Mud Dry Lake",16840,"Valid","H3",18255,"Found",2002,37.8594,-117.02097,"(37.8594, -117.02097)"
"Morrow County",51707,"Valid","L6",18200,"Found",1999,45.5,-119.5,"(45.5, -119.5)"
"Park Forest",18106,"Valid","L5",18000,"Fell",2003,41.48472,-87.67917,"(41.48472, -87.67917)"
"Caddo County",5192,"Valid","Iron, IAB-ung",18000,"Found",1987,35,-98.33333,"(35.0, -98.33333)"
"Nashville (iron)",16920,"Valid","Iron",18000,"Found",1934,35.96667,-77.96667,"(35.96667, -77.96667)"
"Point of Rocks (iron)",18855,"Valid","Iron, IIIAB",18000,"Found",1956,36.5,-104.5,"(36.5, -104.5)"
"Pinto Mountains",18829,"Valid","L6",17900,"Found",1954,34,-115.78333,"(34.0, -115.78333)"
"Piñon",18828,"Valid","Iron, ungrouped",17850,"Found",1928,32.66667,-105.1,"(32.66667, -105.1)"
"Duncanville",7744,"Valid","H",17800,"Found",1961,32.63333,-96.86667,"(32.63333, -96.86667)"
"Tulia (d)",24069,"Valid","H6",17700,"Found",1981,34.60667,-101.76667,"(34.60667, -101.76667)"
"Fisher",10107,"Valid","L6",17600,"Fell",1894,47.81667,-96.85,"(47.81667, -96.85)"
"Roundup",22771,"Valid","Iron, IIIAB",17590,"Found",1990,46.78333,-108.56667,"(46.78333, -108.56667)"
"Alvord",2287,"Valid","Iron, IVA",17500,"Found",1976,43.32222,-96.28889,"(43.32222, -96.28889)"
"Perryville",18795,"Valid","Iron, IIC",17500,"Found",1906,37.73333,-89.85,"(37.73333, -89.85)"
"Shaw",23526,"Valid","L6/7",17500,"Found",1937,39.53333,-103.33333,"(39.53333, -103.33333)"
"Springlake",23691,"Valid","L6",17300,"Found",1980,34.34444,-102.22361,"(34.34444, -102.22361)"
"El Paso de Aguila",45977,"Valid","H5",17226,"Fell",1977,25.37,-97.37,"(25.37, -97.37)"
"Romero",22651,"Valid","H4",17200,"Found",1938,35.76667,-102.95,"(35.76667, -102.95)"
"Cumberland Falls",5496,"Valid","Aubrite",17000,"Fell",1919,36.83333,-84.35,"(36.83333, -84.35)"
"Lost City",14711,"Valid","H5",17000,"Fell",1970,36.00833,-95.15,"(36.00833, -95.15)"
"Brewster",5137,"Valid","L6",17000,"Found",1940,39.25,-101.33333,"(39.25, -101.33333)"
"Carichic",5270,"Valid","H5",17000,"Found",1983,27.93333,-107.05,"(27.93333, -107.05)"
"Conception Junction",53877,"Valid","Pallasite, PMG-an",17000,"Found",2006,40.266667,-94.683333,"(40.266667, -94.683333)"
"Klamath Falls",12330,"Valid","Iron, IIIF",17000,"Found",1952,42.16667,-121.85,"(42.16667, -121.85)"
"Lamesa",12452,"Valid","Iron, IAB-sLM",16900,"Found",1981,32.88333,-101.88333,"(32.88333, -101.88333)"
"Snyder",23657,"Valid","H3",16900,"Found",1983,32.71667,-100.91667,"(32.71667, -100.91667)"
"Coopertown",5438,"Valid","Iron, IIIE",16800,"Found",1860,36.43333,-87,"(36.43333, -87.0)"
"Miller (Arkansas)",16645,"Valid","H5",16700,"Fell",1930,35.4,-92.05,"(35.4, -92.05)"
"Emery",10031,"Valid","Mesosiderite-A3",16700,"Found",1962,43.56333,-97.58333,"(43.56333, -97.58333)"
"Tell",23893,"Valid","H6",16600,"Found",1930,34.38333,-100.4,"(34.38333, -100.4)"
"Chesterville",5343,"Valid","Iron, IIAB",16500,"Found",1849,34.7,-81.2,"(34.7, -81.2)"
"Benedict",5017,"Valid","Iron, IIIAB",16380,"Found",1970,41,-97.53333,"(41.0, -97.53333)"
"Forsyth",10164,"Valid","L6",16300,"Fell",1829,33.01667,-83.96667,"(33.01667, -83.96667)"
"Cambria",5203,"Valid","Iron, ungrouped",16300,"Found",1818,43.2,-78.8,"(43.2, -78.8)"
"Cole Creek",5400,"Valid","H5",16300,"Found",1991,41.35,-99.11667,"(41.35, -99.11667)"
"Happy Canyon",11821,"Valid","EL6/7",16300,"Found",1971,34.80167,-101.56667,"(34.80167, -101.56667)"
"Morristown",16750,"Valid","Mesosiderite-A3",16300,"Found",1887,36.2,-83.38333,"(36.2, -83.38333)"
"Chulafinnee",5362,"Valid","Iron, IIIAB",16220,"Found",1873,33.5,-85.66667,"(33.5, -85.66667)"
"Beardsley",4984,"Valid","H5",16000,"Fell",1929,39.8,-101.2,"(39.8, -101.2)"
"Achilles",369,"Valid","H5",16000,"Found",1924,39.77667,-100.81333,"(39.77667, -100.81333)"
"Bluff (b)",5088,"Valid","L4",16000,"Found",1917,29.86306,-96.92667,"(29.86306, -96.92667)"
"Coldwater (stone)",5399,"Valid","H5",16000,"Found",1924,37.26667,-99.33333,"(37.26667, -99.33333)"
"Hassayampa",11851,"Valid","H4",16000,"Found",1963,33.75,-112.66667,"(33.75, -112.66667)"
"Fort Pierre",10167,"Valid","Iron, IIIAB",15900,"Found",1856,44.35,-100.38333,"(44.35, -100.38333)"
"Tryon",24056,"Valid","L6",15900,"Found",1934,41.55,-100.96667,"(41.55, -100.96667)"
"Ellicott",10021,"Valid","Iron, IAB-ung",15700,"Found",1960,38.80778,-104.56944,"(38.80778, -104.56944)"
"Claytonville",5375,"Valid","L5",15600,"Found",1964,34.34667,-101.49,"(34.34667, -101.49)"
"Haxtun",11863,"Valid","H/L4",15500,"Found",1975,40.45667,-102.57834,"(40.45667, -102.57834)"
"Albin (stone)",456,"Valid","L",15400,"Found",1949,41.41667,-104.1,"(41.41667, -104.1)"
"Campbellsville",5245,"Valid","Iron, IIIAB",15400,"Found",1929,37.36667,-85.36667,"(37.36667, -85.36667)"
"Mayodan",15452,"Valid","Iron, IIAB",15400,"Found",1920,36.38333,-79.86667,"(36.38333, -79.86667)"
"Channing",5324,"Valid","H5",15300,"Found",1936,35.71667,-102.28333,"(35.71667, -102.28333)"
"Tinnie",24006,"Valid","Iron, IVB",15300,"Found",1978,33.38333,-105.25,"(33.38333, -105.25)"
"Nordheim",16992,"Valid","Iron, ungrouped",15150,"Found",1932,28.86667,-97.61667,"(28.86667, -97.61667)"
"Deport",6662,"Valid","Iron, IAB-sLL",15000,"Found",1926,33.51667,-95.3,"(33.51667, -95.3)"
"Ransom",22393,"Valid","H4",15000,"Found",1938,38.61667,-99.93333,"(38.61667, -99.93333)"
"Patricia",18115,"Valid","H5",14900,"Found",1983,32.5,-102.03333,"(32.5, -102.03333)"
"Angelica",2300,"Valid","Iron, IIIAB",14800,"Found",1916,44.25,-88.25,"(44.25, -88.25)"
"La Porte",12401,"Valid","Iron, IIIAB",14540,"Found",1900,41.6,-86.71667,"(41.6, -86.71667)"
"Huntsman",11988,"Valid","H4",14500,"Found",1910,41.18333,-103,"(41.18333, -103.0)"
"Squaw Creek",23693,"Valid","Iron, IIAB",14500,"Found",NA,32,-98,"(32.0, -98.0)"
"Edmonson (b)",7769,"Valid","H4",14402,"Found",1981,34.28333,-101.83333,"(34.28333, -101.83333)"
"Indian Valley",12029,"Valid","Iron, IIAB",14100,"Found",1887,36.93333,-80.5,"(36.93333, -80.5)"
"Plymouth",18850,"Valid","Iron, IIIAB",14000,"Found",1893,41.33333,-86.31667,"(41.33333, -86.31667)"
"Neenach",16938,"Valid","L6",13800,"Found",1948,34.8,-118.5,"(34.8, -118.5)"
"Lanton",12463,"Valid","Iron, IIIAB",13780,"Found",1932,36.53333,-91.8,"(36.53333, -91.8)"
"Gaines County Park",10844,"Valid","H5",13700,"Found",1977,32.83333,-102.73333,"(32.83333, -102.73333)"
"Stump Spring 083",52752,"Valid","LL6",13700,"Found",2010,35.98728,-115.85828,"(35.98728, -115.85828)"
"Page City",18070,"Valid","Iron, IVA",13630,"Found",1980,39.16667,-101.28333,"(39.16667, -101.28333)"
"Alamogordo",449,"Valid","H5",13600,"Found",1938,32.9,-105.93333,"(32.9, -105.93333)"
"Bridgewater",5139,"Valid","Iron, IID",13600,"Found",1890,35.71667,-81.86667,"(35.71667, -81.86667)"
"Pipe Creek",18830,"Valid","H6",13600,"Found",1887,29.68333,-98.91667,"(29.68333, -98.91667)"
"Waldron Ridge",24203,"Valid","Iron, IAB complex",13600,"Found",1887,36.63333,-83.83333,"(36.63333, -83.83333)"
"Wellington",24236,"Valid","H5",13400,"Found",1955,34.95,-100.25,"(34.95, -100.25)"
"Russel Gulch",22788,"Valid","Iron, IIIAB",13200,"Found",1863,39.8,-105.5,"(39.8, -105.5)"
"Gruver",11428,"Valid","H4",13100,"Found",1934,36.33333,-101.4,"(36.33333, -101.4)"
"Nazareth (e)",16932,"Valid","H6",13100,"Found",1977,34.58333,-102.05,"(34.58333, -102.05)"
"Dungannon",7747,"Valid","Iron, IAB-MG",13000,"Found",1922,36.85,-82.45,"(36.85, -82.45)"
"Floyd",10113,"Valid","L4",13000,"Found",1966,34.19333,-103.575,"(34.19333, -103.575)"
"Hardtner",11827,"Valid","L6",13000,"Found",1972,37.06667,-98.66167,"(37.06667, -98.66167)"
"Harriman (Om)",11841,"Valid","Iron, IIIAB",13000,"Found",1938,35.95,-84.56667,"(35.95, -84.56667)"
"Lancaster County",12454,"Valid","Iron",13000,"Found",1903,40.66667,-96.75,"(40.66667, -96.75)"
"Park",18104,"Valid","L6",13000,"Found",1969,39.11,-100.36167,"(39.11, -100.36167)"
"Seagraves",23469,"Valid","H4",13000,"Found",1962,32.93333,-102.58333,"(32.93333, -102.58333)"
"Talpa",23793,"Valid","H6",13000,"Found",1963,31.86667,-99.58333,"(31.86667, -99.58333)"
"Umbarger",24113,"Valid","L6",13000,"Found",1954,34.95,-102.1175,"(34.95, -102.1175)"
"Uruachic",24130,"Valid","Iron, IIIAB",13000,"Found",1989,27.85,-108.23333,"(27.85, -108.23333)"
"Caldwell",5197,"Valid","L-imp melt",12900,"Found",1961,37.03333,-97.625,"(37.03333, -97.625)"
"Hesston",11879,"Valid","L6",12900,"Found",1951,38.11667,-97.43333,"(38.11667, -97.43333)"
"Kingston",12318,"Valid","Iron, ungrouped",12900,"Found",1891,32.9,-107.73333,"(32.9, -107.73333)"
"Hasparos",11850,"Valid","Iron, IAB-MG",12880,"Found",1935,34,-105.5,"(34.0, -105.5)"
"De Nova",6624,"Valid","L6",12700,"Found",1940,39.85,-102.95,"(39.85, -102.95)"
"O'Donnell",17987,"Valid","H5",12700,"Found",1992,32.91217,-101.91867,"(32.91217, -101.91867)"
"Willard (b)",24271,"Valid","H3.6",12700,"Found",1934,34.5,-105.83333,"(34.5, -105.83333)"
"Murray",16882,"Valid","CM2",12600,"Fell",1950,36.6,-88.1,"(36.6, -88.1)"
"Peekskill",18782,"Valid","H6",12570,"Fell",1992,41.28333,-73.91667,"(41.28333, -73.91667)"
"Floydada",10114,"Valid","Iron, IIIAB",12500,"Found",1912,33.98333,-101.28333,"(33.98333, -101.28333)"
"Kress (a)",12358,"Valid","L6",12500,"Found",1951,34.35833,-101.73,"(34.35833, -101.73)"
"Albion",457,"Valid","Iron, IVA",12280,"Found",1966,46.83333,-117.25,"(46.83333, -117.25)"
"Holland's Store",11896,"Valid","Iron, IIAB",12200,"Found",1887,34.36667,-85.43333,"(34.36667, -85.43333)"
"Ragland",22372,"Valid","LL3.4",12100,"Found",1982,34.76778,-103.55,"(34.76778, -103.55)"
"Cope",5440,"Valid","H5",12000,"Found",1934,39.66667,-102.83333,"(39.66667, -102.83333)"
"Edmonson (a)",7768,"Valid","L6",12000,"Found",1955,34.28333,-101.83333,"(34.28333, -101.83333)"
"Jenny's Creek",12081,"Valid","Iron, IAB-MG",12000,"Found",1883,37.9,-82.38333,"(37.9, -82.38333)"
"Mission",16704,"Valid","L",12000,"Found",1949,43.31667,-100.76667,"(43.31667, -100.76667)"
"Shrewsbury",23581,"Valid","Iron, IAB-sLL",12000,"Found",1907,39.76667,-76.66667,"(39.76667, -76.66667)"
"Waka",24200,"Valid","H6",11875,"Found",1963,36.15,-101.05,"(36.15, -101.05)"
"McKenzie Draw (a)",15461,"Valid","H4",11800,"Found",1989,32.925,-102.625,"(32.925, -102.625)"
"Ragland Hill",56382,"Valid","H5",11800,"Found",1980,34.78333,-103.66667,"(34.78333, -103.66667)"
"Somervell County",23665,"Valid","Pallasite, PMG",11800,"Found",1919,32.18333,-97.8,"(32.18333, -97.8)"
"Tonganoxie",24025,"Valid","Iron, IIIAB",11800,"Found",1886,39.08333,-95.11667,"(39.08333, -95.11667)"
"Hill City",11886,"Valid","Iron, IVA",11700,"Found",1947,39.36667,-99.85,"(39.36667, -99.85)"
"Little River (b)",14666,"Valid","H4/5",11700,"Found",1965,38.44,-98.06667,"(38.44, -98.06667)"
"Beeler",4994,"Valid","LL6",11620,"Found",1924,38.53333,-100.21667,"(38.53333, -100.21667)"
"Silver Crown",23597,"Valid","Iron, IAB-MG",11600,"Found",1887,41.23333,-104.98333,"(41.23333, -104.98333)"
"Deep Springs",6637,"Valid","Iron, ungrouped",11500,"Found",1846,36.5,-79.75,"(36.5, -79.75)"
"Peetz",18783,"Valid","L6",11500,"Found",1937,40.95,-103.08333,"(40.95, -103.08333)"
"Seneca Township",23499,"Valid","Iron, IVA",11500,"Found",1923,41.78333,-84.18333,"(41.78333, -84.18333)"
"Clifford",5380,"Valid","L6",11360,"Found",1962,39.1,-103.25833,"(39.1, -103.25833)"
"Nazareth (iron)",16933,"Valid","Iron, IIIAB",11310,"Found",1968,34.52667,-102.105,"(34.52667, -102.105)"
"Cedartown",5304,"Valid","Iron, IIAB",11300,"Found",1898,34.01667,-85.26667,"(34.01667, -85.26667)"
"Clark County",5373,"Valid","Iron, IIIF",11300,"Found",1937,38,-84.16667,"(38.0, -84.16667)"
"Densmore (1950)",6657,"Valid","H6",11300,"Found",1950,39.56583,-99.64722,"(39.56583, -99.64722)"
"Duel Hill (1873)",7739,"Valid","Iron, IAB-MG",11300,"Found",1873,35.85,-82.7,"(35.85, -82.7)"
"Grayton",11177,"Valid","H5",11300,"Found",1983,30.31167,-86.16667,"(30.31167, -86.16667)"
"Holyoke",11900,"Valid","H4",11200,"Found",1933,40.56667,-102.3,"(40.56667, -102.3)"
"Jaralito",12073,"Valid","Iron, IAB-MG",11138,"Found",1977,26.26583,-103.885,"(26.26583, -103.885)"
"Barrilla",4952,"Valid","H5",11100,"Found",1994,30.78333,-103.46667,"(30.78333, -103.46667)"
"Aldama (a)",459,"Valid","Iron, IIIAB",11000,"Found",1985,28.83333,-105.86667,"(28.83333, -105.86667)"
"Bison",5061,"Valid","LL6",11000,"Found",1958,38.30667,-99.71,"(38.30667, -99.71)"
"Glen Rose (iron)",10932,"Valid","Iron, ungrouped",11000,"Found",1934,32.25,-97.71667,"(32.25, -97.71667)"
"Elyria",10030,"Valid","Iron, IIIAB",10900,"Found",1971,38.28,-97.365,"(38.28, -97.365)"
"Frankfort (iron)",10176,"Valid","Iron, IIIAB",10900,"Found",1866,38.2,-84.83333,"(38.2, -84.83333)"
"Kenna",12277,"Valid","Ureilite",10900,"Found",1972,33.9,-103.55333,"(33.9, -103.55333)"
"Finney",10104,"Valid","L5",10700,"Found",1962,34.26667,-101.56667,"(34.26667, -101.56667)"
"Rose City",22766,"Valid","H5",10600,"Fell",1921,44.51667,-83.95,"(44.51667, -83.95)"
"Barwise",4955,"Valid","H5",10400,"Found",1950,34,-101.5,"(34.0, -101.5)"
"Johnson City",12197,"Valid","L6",10400,"Found",1937,37.55,-101.68333,"(37.55, -101.68333)"
"Spearman",23687,"Valid","Iron, IIIAB",10400,"Found",1934,36.25,-101.21667,"(36.25, -101.21667)"
"Edmonton (Kentucky)",7771,"Valid","Iron, IAB-sLM",10200,"Found",1942,37.03333,-85.63333,"(37.03333, -85.63333)"
"Eagle",7760,"Valid","EL6",10000,"Fell",1947,40.78167,-96.47167,"(40.78167, -96.47167)"
"Cullison",5495,"Valid","H4",10000,"Found",1911,37.61667,-98.91667,"(37.61667, -98.91667)"
"Kalvesta",12237,"Valid","H4",10000,"Found",1968,38.08333,-100.25,"(38.08333, -100.25)"
"Kearney",12269,"Valid","H5",10000,"Found",1934,40.68333,-99.06667,"(40.68333, -99.06667)"
"Locust Grove",14673,"Valid","Iron, IIAB",10000,"Found",1857,33.33333,-84.1,"(33.33333, -84.1)"
"Scottsville",23466,"Valid","Iron, IIAB",10000,"Found",1867,36.76667,-86.16667,"(36.76667, -86.16667)"
"Palmersville",18078,"Valid","H5",9979,"Found",1908,36.4665,-88.60283,"(36.4665, -88.60283)"
"Round Top (a)",22768,"Valid","L5",9935,"Found",1934,30.05806,-96.65139,"(30.05806, -96.65139)"
"Shields",23533,"Valid","H5",9780,"Found",1962,38.7,-100.35,"(38.7, -100.35)"
"Mulberry Draw",16845,"Valid","L5",9716,"Found",1963,35.63333,-100.13333,"(35.63333, -100.13333)"
"Bluewater",5078,"Valid","Iron, IIIAB",9540,"Found",1946,35.26667,-107.96667,"(35.26667, -107.96667)"
"Ash Creek",48954,"Valid","L6",9500,"Fell",2009,31.805,-97.01,"(31.805, -97.01)"
"Fluvanna (a)",10116,"Valid","L5",9500,"Found",1967,32.8,-101.11667,"(32.8, -101.11667)"
"Kalkaska",12234,"Valid","Iron, IIIAB",9399,"Found",1947,44.64694,-85.13667,"(44.64694, -85.13667)"
"Sandtown",23157,"Valid","Iron, IIIAB",9350,"Found",1938,35.93333,-91.63333,"(35.93333, -91.63333)"
"Buffalo Gap",51831,"Valid","Iron, IAB-ung",9300,"Found",2003,32.24611,-99.99306,"(32.24611, -99.99306)"
"Grady (1937)",10952,"Valid","H3.7",9300,"Found",1937,34.8,-103.31667,"(34.8, -103.31667)"
"Rush Creek",22786,"Valid","L6",9300,"Found",1938,38.61667,-102.71667,"(38.61667, -102.71667)"
"Armel",2336,"Valid","L5",9200,"Found",1967,39.76667,-102.13333,"(39.76667, -102.13333)"
"Wickenburg (stone)",24258,"Valid","L6",9200,"Found",1940,33.96667,-112.73333,"(33.96667, -112.73333)"
"Palo Verde Mine",31284,"Valid","L6",9158,"Found",2004,34.71457,-114.19142,"(34.71457, -114.19142)"
"Franklin",10178,"Valid","H5",9062,"Found",1921,36.71667,-86.56667,"(36.71667, -86.56667)"
"Danby Dry Lake",5510,"Valid","H6",8991,"Found",2000,34.216667,-115.05,"(34.216667, -115.05)"
"Arlington",2333,"Valid","Iron, IIE-an",8940,"Found",1894,44.6,-94.1,"(44.6, -94.1)"
"Hyattville",52755,"Valid","L6",8911,"Found",2008,44.33823,-107.67405,"(44.33823, -107.67405)"
"Hat Creek",11853,"Valid","H4",8900,"Found",1939,42.91667,-104.41667,"(42.91667, -104.41667)"
"Spade",23686,"Valid","H6",8860,"Found",2000,34.00111,-102.12833,"(34.00111, -102.12833)"
"Withrow",24320,"Valid","Iron, IIIAB?",8732,"Found",1950,47.70667,-119.83,"(47.70667, -119.83)"
"Timber Lake",57160,"Valid","H3",8660,"Found",2011,45.425,-101.097,"(45.425, -101.097)"
"Howe",11914,"Valid","H5",8630,"Found",1938,33.5,-96.6,"(33.5, -96.6)"
"Monroe",16720,"Valid","H4",8600,"Fell",1849,35.25,-80.5,"(35.25, -80.5)"
"Bishop Canyon",5058,"Valid","Iron, IVA",8600,"Found",1912,38,-108.5,"(38.0, -108.5)"
"Burdett",5167,"Valid","H5",8600,"Found",1940,38.23333,-99.53333,"(38.23333, -99.53333)"
"Canyon City",5256,"Valid","Iron, IIIAB",8600,"Found",1875,40.9,-123.1,"(40.9, -123.1)"
"Fife",30563,"Valid","H5",8600,"Found",2003,31.38972,-99.40583,"(31.38972, -99.40583)"
"Lazbuddie",12746,"Valid","LL5",8600,"Found",1970,34.5,-102.75,"(34.5, -102.75)"
"Murfreesboro",16877,"Valid","Iron, ungrouped",8600,"Found",1847,35.83333,-86.41667,"(35.83333, -86.41667)"
"Seibert (b)",23480,"Valid","L6",8600,"Found",1991,39.27667,-102.88667,"(39.27667, -102.88667)"
"Bartlett",4953,"Valid","Iron, IIIAB",8590,"Found",1938,30.83333,-97.5,"(30.83333, -97.5)"
"Hardesty",11825,"Valid","Iron, IIIAB",8580,"Found",1986,36.57,-101.19,"(36.57, -101.19)"
"Amherst",2293,"Valid","L6",8500,"Found",1947,40.8,-99.2,"(40.8, -99.2)"
"Gaylord",10868,"Valid","H4",8480,"Found",1983,39.61667,-98.7,"(39.61667, -98.7)"
